Year,Month,Day,Hour,DNI
2024,5,25,23,0
2024,5,26,0,0
2024,5,26,1,0
2024,5,26,2,0
2024,5,26,3,0
2024,5,26,4,0
2024,5,26,5,14.97
2024,5,26,6,66.46
2024,5,26,7,137.21
2024,5,26,8,291.58
2024,5,26,9,130.42
2024,5,26,10,82.34
2024,5,26,11,77.17
2024,5,26,12,250.54
2024,5,26,13,181.33
2024,5,26,14,137.58
2024,5,26,15,98.88
2024,5,26,16,21.55
2024,5,26,17,9.54
2024,5,26,18,1.24
2024,5,26,19,0
2024,5,26,20,0
2024,5,26,21,0
2024,5,26,22,0
2024,5,26,23,0
2024,5,27,0,0
2024,5,27,1,0
2024,5,27,2,0
2024,5,27,3,0
2024,5,27,4,0
2024,5,27,5,0
2024,5,27,6,0
2024,5,27,7,1.31
2024,5,27,8,5.58
2024,5,27,9,20.93
2024,5,27,10,20.54
2024,5,27,11,4.17
2024,5,27,12,94.91
2024,5,27,13,17.49
2024,5,27,14,23.59
2024,5,27,15,6.74
2024,5,27,16,0
2024,5,27,17,0
2024,5,27,18,0
2024,5,27,19,0
2024,5,27,20,0
2024,5,27,21,0
2024,5,27,22,0
2024,5,27,23,0
2024,5,28,0,0
2024,5,28,1,0
2024,5,28,2,0
2024,5,28,3,0
2024,5,28,4,0
2024,5,28,5,50.82
2024,5,28,6,241.87
2024,5,28,7,476.18
2024,5,28,8,590.31
2024,5,28,9,739.32
2024,5,28,10,776.91
2024,5,28,11,823.62
2024,5,28,12,856.93
2024,5,28,13,871
2024,5,28,14,867.37
2024,5,28,15,787.86
2024,5,28,16,708.84
2024,5,28,17,533.98
2024,5,28,18,222.78
2024,5,28,19,0
2024,5,28,20,0
2024,5,28,21,0
2024,5,28,22,0
2024,5,28,23,0
2024,5,29,0,0
2024,5,29,1,0
2024,5,29,2,0
2024,5,29,3,0
2024,5,29,4,0
2024,5,29,5,175.55
2024,5,29,6,448.56
2024,5,29,7,714.8
2024,5,29,8,857.09
2024,5,29,9,916.77
2024,5,29,10,951.05
2024,5,29,11,921.31
2024,5,29,12,927.07
2024,5,29,13,906.87
2024,5,29,14,839.36
2024,5,29,15,768.69
2024,5,29,16,663.88
2024,5,29,17,509.14
2024,5,29,18,252.53
2024,5,29,19,0
2024,5,29,20,0
2024,5,29,21,0
2024,5,29,22,0
2024,5,29,23,0
2024,5,30,0,0
2024,5,30,1,0
2024,5,30,2,0
2024,5,30,3,0
2024,5,30,4,2.1
2024,5,30,5,126.31
2024,5,30,6,289.51
2024,5,30,7,399.59
2024,5,30,8,459.54
2024,5,30,9,416.57
2024,5,30,10,521.2
2024,5,30,11,706.21
2024,5,30,12,841.23
2024,5,30,13,827.89
2024,5,30,14,714.89
2024,5,30,15,360.45
2024,5,30,16,305.48
2024,5,30,17,147.13
2024,5,30,18,38.14
2024,5,30,19,0
2024,5,30,20,0
2024,5,30,21,0
2024,5,30,22,0
2024,5,30,23,0
2024,5,31,0,0
2024,5,31,1,0
2024,5,31,2,0
2024,5,31,3,0
2024,5,31,4,0
2024,5,31,5,5.77
2024,5,31,6,65.96
2024,5,31,7,158.47
2024,5,31,8,53.14
2024,5,31,9,29.73
2024,5,31,10,0.34
2024,5,31,11,0.43
2024,5,31,12,29.03
2024,5,31,13,58.62
2024,5,31,14,40.56
2024,5,31,15,35.07
2024,5,31,16,20.53
2024,5,31,17,17.95
2024,5,31,18,7.03
2024,5,31,19,0
2024,5,31,20,0
2024,5,31,21,0
2024,5,31,22,0
2024,5,31,23,0
2024,6,1,0,0
2024,6,1,1,0
2024,6,1,2,0
2024,6,1,3,0
2024,6,1,4,0
2024,6,1,5,27.41
2024,6,1,6,139.33
2024,6,1,7,356.92
2024,6,1,8,228.98
2024,6,1,9,426.86
2024,6,1,10,84.6
2024,6,1,11,76.16
2024,6,1,12,297.95
2024,6,1,13,438.66
2024,6,1,14,455.82
2024,6,1,15,342.82
2024,6,1,16,279.01
2024,6,1,17,178.5
2024,6,1,18,52.94
2024,6,1,19,0
2024,6,1,20,0
2024,6,1,21,0
2024,6,1,22,0
2024,6,1,23,0
2024,6,2,0,0
2024,6,2,1,0
2024,6,2,2,0
2024,6,2,3,0
2024,6,2,4,0
2024,6,2,5,1.63
2024,6,2,6,4.1
2024,6,2,7,31.08
2024,6,2,8,100.79
2024,6,2,9,188.25
2024,6,2,10,153.03
2024,6,2,11,190.67
2024,6,2,12,301.09
2024,6,2,13,339.13
2024,6,2,14,127.13
2024,6,2,15,81.4
2024,6,2,16,55.89
2024,6,2,17,68.72
2024,6,2,18,21.23
2024,6,2,19,0
2024,6,2,20,0
2024,6,2,21,0
2024,6,2,22,0
2024,6,2,23,0
2024,6,3,0,0
2024,6,3,1,0
2024,6,3,2,0
2024,6,3,3,0
2024,6,3,4,0
2024,6,3,5,13.32
2024,6,3,6,59.29
2024,6,3,7,175.13
2024,6,3,8,46.89
2024,6,3,9,91.79
2024,6,3,10,255.5
2024,6,3,11,552.24
2024,6,3,12,606.26
2024,6,3,13,629.68
2024,6,3,14,580.52
2024,6,3,15,417.11
2024,6,3,16,281.75
2024,6,3,17,174.08
2024,6,3,18,61.17
2024,6,3,19,0
2024,6,3,20,0
2024,6,3,21,0
2024,6,3,22,0
2024,6,3,23,0
2024,6,4,0,0
2024,6,4,1,0
2024,6,4,2,0
2024,6,4,3,0
2024,6,4,4,0
2024,6,4,5,50.28
2024,6,4,6,147.28
2024,6,4,7,496.46
2024,6,4,8,423.37
2024,6,4,9,435.23
2024,6,4,10,261.11
2024,6,4,11,232.9
2024,6,4,12,186.64
2024,6,4,13,288.82
2024,6,4,14,132.57
2024,6,4,15,214.68
2024,6,4,16,271.15
2024,6,4,17,119.87
2024,6,4,18,22.15
2024,6,4,19,0
2024,6,4,20,0
2024,6,4,21,0
2024,6,4,22,0
2024,6,4,23,0
2024,6,5,0,0
2024,6,5,1,0
2024,6,5,2,0
2024,6,5,3,0
2024,6,5,4,0
2024,6,5,5,0.8
2024,6,5,6,2.49
2024,6,5,7,14.25
2024,6,5,8,96.11
2024,6,5,9,173.52
2024,6,5,10,227.63
2024,6,5,11,279.81
2024,6,5,12,188.25
2024,6,5,13,379.44
2024,6,5,14,135
2024,6,5,15,56.62
2024,6,5,16,73.9
2024,6,5,17,29.82
2024,6,5,18,10.66
2024,6,5,19,0
2024,6,5,20,0
2024,6,5,21,0
2024,6,5,22,0
2024,6,5,23,0
2024,6,6,0,0
2024,6,6,1,0
2024,6,6,2,0
2024,6,6,3,0
2024,6,6,4,0
2024,6,6,5,34.03
2024,6,6,6,161.94
2024,6,6,7,322.68
2024,6,6,8,420.37
2024,6,6,9,421.41
2024,6,6,10,442.8
2024,6,6,11,694.83
2024,6,6,12,773.59
2024,6,6,13,468.99
2024,6,6,14,408.98
2024,6,6,15,239.47
2024,6,6,16,128.53
2024,6,6,17,42.07
2024,6,6,18,22.87
2024,6,6,19,0
2024,6,6,20,0
2024,6,6,21,0
2024,6,6,22,0
2024,6,6,23,0
2024,6,7,0,0
2024,6,7,1,0
2024,6,7,2,0
2024,6,7,3,0
2024,6,7,4,0
2024,6,7,5,0
2024,6,7,6,0.45
2024,6,7,7,19.69
2024,6,7,8,149.22
2024,6,7,9,418.36
2024,6,7,10,579.65
2024,6,7,11,707.11
2024,6,7,12,822.44
2024,6,7,13,746.59
2024,6,7,14,588.04
2024,6,7,15,541.76
2024,6,7,16,280.9
2024,6,7,17,199.08
2024,6,7,18,68.19
2024,6,7,19,0
2024,6,7,20,0
2024,6,7,21,0
2024,6,7,22,0
2024,6,7,23,0
2024,6,8,0,0
2024,6,8,1,0
2024,6,8,2,0
2024,6,8,3,0
2024,6,8,4,1.02
2024,6,8,5,109.15
2024,6,8,6,296.38
2024,6,8,7,515.41
2024,6,8,8,507.46
2024,6,8,9,638.67
2024,6,8,10,679.3
2024,6,8,11,771.9
2024,6,8,12,866.43
2024,6,8,13,884.25
2024,6,8,14,818.9
2024,6,8,15,726.98
2024,6,8,16,481.71
2024,6,8,17,363.39
2024,6,8,18,170.81
2024,6,8,19,3.01
2024,6,8,20,0
2024,6,8,21,0
2024,6,8,22,0
2024,6,8,23,0
2024,6,9,0,0
2024,6,9,1,0
2024,6,9,2,0
2024,6,9,3,0
2024,6,9,4,0
2024,6,9,5,70.2
2024,6,9,6,185.66
2024,6,9,7,427.26
2024,6,9,8,415.83
2024,6,9,9,398.61
2024,6,9,10,408.58
2024,6,9,11,527.77
2024,6,9,12,512.22
2024,6,9,13,635.37
2024,6,9,14,400.84
2024,6,9,15,486.55
2024,6,9,16,365.14
2024,6,9,17,275.6
2024,6,9,18,91.75
2024,6,9,19,1.03
2024,6,9,20,0
2024,6,9,21,0
2024,6,9,22,0
2024,6,9,23,0
2024,6,10,0,0
2024,6,10,1,0
2024,6,10,2,0
2024,6,10,3,0
2024,6,10,4,0
2024,6,10,5,24.21
2024,6,10,6,44.89
2024,6,10,7,44.86
2024,6,10,8,45.33
2024,6,10,9,152.41
2024,6,10,10,329.19
2024,6,10,11,344.8
2024,6,10,12,248.27
2024,6,10,13,269.85
2024,6,10,14,109.24
2024,6,10,15,102.07
2024,6,10,16,53.77
2024,6,10,17,90.34
2024,6,10,18,69.02
2024,6,10,19,1.13
2024,6,10,20,0
2024,6,10,21,0
2024,6,10,22,0
2024,6,10,23,0
2024,6,11,0,0
2024,6,11,1,0
2024,6,11,2,0
2024,6,11,3,0
2024,6,11,4,0
2024,6,11,5,26.85
2024,6,11,6,94.59
2024,6,11,7,223.34
2024,6,11,8,320.44
2024,6,11,9,305
2024,6,11,10,324.28
2024,6,11,11,322.96
2024,6,11,12,494.25
2024,6,11,13,311.43
2024,6,11,14,175.95
2024,6,11,15,106.26
2024,6,11,16,105.22
2024,6,11,17,60.37
2024,6,11,18,28.28
2024,6,11,19,0
2024,6,11,20,0
2024,6,11,21,0
2024,6,11,22,0
2024,6,11,23,0
2024,6,12,0,0
2024,6,12,1,0
2024,6,12,2,0
2024,6,12,3,0
2024,6,12,4,0
2024,6,12,5,14.03
2024,6,12,6,27.39
2024,6,12,7,57.86
2024,6,12,8,49.31
2024,6,12,9,41.56
2024,6,12,10,129.7
2024,6,12,11,291.26
2024,6,12,12,397.26
2024,6,12,13,53.93
2024,6,12,14,83.39
2024,6,12,15,210.24
2024,6,12,16,159.92
2024,6,12,17,105.32
2024,6,12,18,38.12
2024,6,12,19,0.89
2024,6,12,20,0
2024,6,12,21,0
2024,6,12,22,0
2024,6,12,23,0
2024,6,13,0,0
2024,6,13,1,0
2024,6,13,2,0
2024,6,13,3,0
2024,6,13,4,0
2024,6,13,5,6.41
2024,6,13,6,44.86
2024,6,13,7,119.3
2024,6,13,8,228.45
2024,6,13,9,204
2024,6,13,10,193.08
2024,6,13,11,73.03
2024,6,13,12,343.64
2024,6,13,13,442.76
2024,6,13,14,257.03
2024,6,13,15,388.02
2024,6,13,16,405.48
2024,6,13,17,294.9
2024,6,13,18,116.14
2024,6,13,19,1.19
2024,6,13,20,0
2024,6,13,21,0
2024,6,13,22,0
2024,6,13,23,0
2024,6,14,0,0
2024,6,14,1,0
2024,6,14,2,0
2024,6,14,3,0
2024,6,14,4,0
2024,6,14,5,14.19
2024,6,14,6,22.74
2024,6,14,7,30.76
2024,6,14,8,26.31
2024,6,14,9,91.7
2024,6,14,10,31.56
2024,6,14,11,99.18
2024,6,14,12,193.21
2024,6,14,13,360.06
2024,6,14,14,164.6
2024,6,14,15,76.45
2024,6,14,16,44.87
2024,6,14,17,41.5
2024,6,14,18,18.63
2024,6,14,19,0
2024,6,14,20,0
2024,6,14,21,0
2024,6,14,22,0
2024,6,14,23,0
2024,6,15,0,0
2024,6,15,1,0
2024,6,15,2,0
2024,6,15,3,0
2024,6,15,4,0
2024,6,15,5,57.62
2024,6,15,6,150.44
2024,6,15,7,167.95
2024,6,15,8,263.31
2024,6,15,9,214.17
2024,6,15,10,257.43
2024,6,15,11,383.24
2024,6,15,12,426.34
2024,6,15,13,675.38
2024,6,15,14,477.22
2024,6,15,15,463.15
2024,6,15,16,393.37
2024,6,15,17,232.51
2024,6,15,18,84.86
2024,6,15,19,0.68
2024,6,15,20,0
2024,6,15,21,0
2024,6,15,22,0
2024,6,15,23,0
2024,6,16,0,0
2024,6,16,1,0
2024,6,16,2,0
2024,6,16,3,0
2024,6,16,4,0
2024,6,16,5,3.52
2024,6,16,6,9.42
2024,6,16,7,4.8
2024,6,16,8,37.2
2024,6,16,9,306
2024,6,16,10,315.25
2024,6,16,11,354.66
2024,6,16,12,492.36
2024,6,16,13,679.69
2024,6,16,14,328.21
2024,6,16,15,354.97
2024,6,16,16,407.29
2024,6,16,17,220.12
2024,6,16,18,56.46
2024,6,16,19,0
2024,6,16,20,0
2024,6,16,21,0
2024,6,16,22,0
2024,6,16,23,0
2024,6,17,0,0
2024,6,17,1,0
2024,6,17,2,0
2024,6,17,3,0
2024,6,17,4,0
2024,6,17,5,13.21
2024,6,17,6,74.38
2024,6,17,7,181.27
2024,6,17,8,277.36
2024,6,17,9,340.8
2024,6,17,10,387.73
2024,6,17,11,763.34
2024,6,17,12,796.08
2024,6,17,13,795.65
2024,6,17,14,675.75
2024,6,17,15,409.46
2024,6,17,16,541.24
2024,6,17,17,350.58
2024,6,17,18,129.41
2024,6,17,19,1.35
2024,6,17,20,0
2024,6,17,21,0
2024,6,17,22,0
2024,6,17,23,0
2024,6,18,0,0
2024,6,18,1,0
2024,6,18,2,0
2024,6,18,3,0
2024,6,18,4,0
2024,6,18,5,27.58
2024,6,18,6,82.53
2024,6,18,7,103.3
2024,6,18,8,31.38
2024,6,18,9,111.16
2024,6,18,10,10.34
2024,6,18,11,24.84
2024,6,18,12,6.46
2024,6,18,13,0.83
2024,6,18,14,0.36
2024,6,18,15,11.65
2024,6,18,16,0
2024,6,18,17,0
2024,6,18,18,0
2024,6,18,19,0
2024,6,18,20,0
2024,6,18,21,0
2024,6,18,22,0
2024,6,18,23,0
2024,6,19,0,0
2024,6,19,1,0
2024,6,19,2,0
2024,6,19,3,0
2024,6,19,4,0
2024,6,19,5,33.55
2024,6,19,6,136.51
2024,6,19,7,341.85
2024,6,19,8,488.98
2024,6,19,9,451.65
2024,6,19,10,349.97
2024,6,19,11,463.92
2024,6,19,12,569.91
2024,6,19,13,546.75
2024,6,19,14,269.94
2024,6,19,15,294.2
2024,6,19,16,224.28
2024,6,19,17,134.26
2024,6,19,18,68.94
2024,6,19,19,2.27
2024,6,19,20,0
2024,6,19,21,0
2024,6,19,22,0
2024,6,19,23,0
2024,6,20,0,0
2024,6,20,1,0
2024,6,20,2,0
2024,6,20,3,0
2024,6,20,4,2.34
2024,6,20,5,112.82
2024,6,20,6,403.31
2024,6,20,7,599.39
2024,6,20,8,641.7
2024,6,20,9,689.98
2024,6,20,10,781.03
2024,6,20,11,804.3
2024,6,20,12,824.77
2024,6,20,13,950.11
2024,6,20,14,919.83
2024,6,20,15,842.86
2024,6,20,16,738.91
2024,6,20,17,613.42
2024,6,20,18,352.71
2024,6,20,19,35.76
2024,6,20,20,0
2024,6,20,21,0
2024,6,20,22,0
2024,6,20,23,0
2024,6,21,0,0
2024,6,21,1,0
2024,6,21,2,0
2024,6,21,3,0
2024,6,21,4,6.2
2024,6,21,5,234.18
2024,6,21,6,413.29
2024,6,21,7,555.3
2024,6,21,8,626.7
2024,6,21,9,656.65
2024,6,21,10,782.25
2024,6,21,11,858.86
2024,6,21,12,867.66
2024,6,21,13,884.9
2024,6,21,14,850.79
2024,6,21,15,804.92
2024,6,21,16,722.3
2024,6,21,17,579.87
2024,6,21,18,298.64
2024,6,21,19,15.47
2024,6,21,20,0
2024,6,21,21,0
2024,6,21,22,0
2024,6,21,23,0
2024,6,22,0,0
2024,6,22,1,0
2024,6,22,2,0
2024,6,22,3,0
2024,6,22,4,4.87
2024,6,22,5,161.2
2024,6,22,6,376.19
2024,6,22,7,520.37
2024,6,22,8,583.37
2024,6,22,9,689.14
2024,6,22,10,711.35
2024,6,22,11,789.24
2024,6,22,12,876.71
2024,6,22,13,836.88
2024,6,22,14,840.95
2024,6,22,15,852.38
2024,6,22,16,744.86
2024,6,22,17,572.26
2024,6,22,18,294.94
2024,6,22,19,15.44
2024,6,22,20,0
2024,6,22,21,0
2024,6,22,22,0
2024,6,22,23,0
2024,6,23,0,0
2024,6,23,1,0
2024,6,23,2,0
2024,6,23,3,0
2024,6,23,4,7.15
2024,6,23,5,243.05
2024,6,23,6,497.68
2024,6,23,7,653.59
2024,6,23,8,780.92
2024,6,23,9,777.53
2024,6,23,10,827.78
2024,6,23,11,877.48
2024,6,23,12,859.94
2024,6,23,13,735.49
2024,6,23,14,569.39
2024,6,23,15,498.47
2024,6,23,16,556.72
2024,6,23,17,443.09
2024,6,23,18,286.34
2024,6,23,19,15.34
2024,6,23,20,0
2024,6,23,21,0
2024,6,23,22,0
2024,6,23,23,0
2024,6,24,0,0
2024,6,24,1,0
2024,6,24,2,0
2024,6,24,3,0
2024,6,24,4,3.73
2024,6,24,5,208.8
2024,6,24,6,413.87
2024,6,24,7,524.26
2024,6,24,8,556.75
2024,6,24,9,568.24
2024,6,24,10,622.12
2024,6,24,11,757.01
2024,6,24,12,942.67
2024,6,24,13,847.3
2024,6,24,14,683.91
2024,6,24,15,679.9
2024,6,24,16,668.09
2024,6,24,17,472.92
2024,6,24,18,212.65
2024,6,24,19,3.8
2024,6,24,20,0
2024,6,24,21,0
2024,6,24,22,0
2024,6,24,23,0
2024,6,25,0,0
2024,6,25,1,0
2024,6,25,2,0
2024,6,25,3,0
2024,6,25,4,2.74
2024,6,25,5,194.19
2024,6,25,6,444.93
2024,6,25,7,567.59
2024,6,25,8,639.41
2024,6,25,9,726.65
2024,6,25,10,672.13
2024,6,25,11,740.07
2024,6,25,12,263.97
2024,6,25,13,450.44
2024,6,25,14,353.09
2024,6,25,15,443.44
2024,6,25,16,302.03
2024,6,25,17,182.27
2024,6,25,18,73.46
2024,6,25,19,1.12
2024,6,25,20,0
2024,6,25,21,0
2024,6,25,22,0
2024,6,25,23,0
2024,6,26,0,0
2024,6,26,1,0
2024,6,26,2,0
2024,6,26,3,0
2024,6,26,4,0
2024,6,26,5,4.12
2024,6,26,6,2.77
2024,6,26,7,0.33
2024,6,26,8,15.12
2024,6,26,9,23.15
2024,6,26,10,2.85
2024,6,26,11,10.49
2024,6,26,12,21
2024,6,26,13,61.51
2024,6,26,14,35.54
2024,6,26,15,73.01
2024,6,26,16,133.6
2024,6,26,17,50.23
2024,6,26,18,17.49
2024,6,26,19,0
2024,6,26,20,0
2024,6,26,21,0
2024,6,26,22,0
2024,6,26,23,0
2024,6,27,0,0
2024,6,27,1,0
2024,6,27,2,0
2024,6,27,3,0
2024,6,27,4,0
2024,6,27,5,27
2024,6,27,6,129.81
2024,6,27,7,279.87
2024,6,27,8,357.72
2024,6,27,9,497.74
2024,6,27,10,613.18
2024,6,27,11,669.14
2024,6,27,12,612.27
2024,6,27,13,424.28
2024,6,27,14,377.47
2024,6,27,15,335.71
2024,6,27,16,339.67
2024,6,27,17,211
2024,6,27,18,90.6
2024,6,27,19,1.45
2024,6,27,20,0
2024,6,27,21,0
2024,6,27,22,0
2024,6,27,23,0
2024,6,28,0,0
2024,6,28,1,0
2024,6,28,2,0
2024,6,28,3,0
2024,6,28,4,0
2024,6,28,5,24.58
2024,6,28,6,65.57
2024,6,28,7,112.69
2024,6,28,8,244.82
2024,6,28,9,224.08
2024,6,28,10,142.17
2024,6,28,11,71.94
2024,6,28,12,379.64
2024,6,28,13,252.44
2024,6,28,14,196.48
2024,6,28,15,21
2024,6,28,16,8.15
2024,6,28,17,19.99
2024,6,28,18,9.27
2024,6,28,19,0
2024,6,28,20,0
2024,6,28,21,0
2024,6,28,22,0
2024,6,28,23,0
2024,6,29,0,0
2024,6,29,1,0
2024,6,29,2,0
2024,6,29,3,0
2024,6,29,4,0
2024,6,29,5,23.02
2024,6,29,6,123.83
2024,6,29,7,256.19
2024,6,29,8,379.68
2024,6,29,9,451.96
2024,6,29,10,492.23
2024,6,29,11,831.47
2024,6,29,12,741.88
2024,6,29,13,712.26
2024,6,29,14,548.68
2024,6,29,15,390.49
2024,6,29,16,297.48
2024,6,29,17,201.33
2024,6,29,18,109.97
2024,6,29,19,6.68
2024,6,29,20,0
2024,6,29,21,0
2024,6,29,22,0
2024,6,29,23,0
2024,6,30,0,0
2024,6,30,1,0
2024,6,30,2,0
2024,6,30,3,0
2024,6,30,4,0
2024,6,30,5,129.21
2024,6,30,6,270.29
2024,6,30,7,490.56
2024,6,30,8,560.53
2024,6,30,9,615.33
2024,6,30,10,556.86
2024,6,30,11,801.26
2024,6,30,12,723.89
2024,6,30,13,847.6
2024,6,30,14,613.82
2024,6,30,15,425.74
2024,6,30,16,266.75
2024,6,30,17,185.68
2024,6,30,18,98.19
2024,6,30,19,4.71
2024,6,30,20,0
2024,6,30,21,0
2024,6,30,22,0
2024,6,30,23,0
2024,7,1,0,0
2024,7,1,1,0
2024,7,1,2,0
2024,7,1,3,0
2024,7,1,4,0
2024,7,1,5,48.15
2024,7,1,6,0.5
2024,7,1,7,7.45
2024,7,1,8,38.58
2024,7,1,9,62.67
2024,7,1,10,236.55
2024,7,1,11,454.54
2024,7,1,12,511.96
2024,7,1,13,596.28
2024,7,1,14,445.57
2024,7,1,15,285.84
2024,7,1,16,456.46
2024,7,1,17,352
2024,7,1,18,166.01
2024,7,1,19,2.71
2024,7,1,20,0
2024,7,1,21,0
2024,7,1,22,0
2024,7,1,23,0
2024,7,2,0,0
2024,7,2,1,0
2024,7,2,2,0
2024,7,2,3,0
2024,7,2,4,0
2024,7,2,5,3.27
2024,7,2,6,12.45
2024,7,2,7,37.17
2024,7,2,8,60.23
2024,7,2,9,308.44
2024,7,2,10,371.86
2024,7,2,11,635.52
2024,7,2,12,576.39
2024,7,2,13,668.98
2024,7,2,14,324.46
2024,7,2,15,241.73
2024,7,2,16,21.2
2024,7,2,17,20.74
2024,7,2,18,11.87
2024,7,2,19,0
2024,7,2,20,0
2024,7,2,21,0
2024,7,2,22,0
2024,7,2,23,0
2024,7,3,0,0
2024,7,3,1,0
2024,7,3,2,0
2024,7,3,3,0
2024,7,3,4,0
2024,7,3,5,11.77
2024,7,3,6,54.04
2024,7,3,7,143.04
2024,7,3,8,284.23
2024,7,3,9,252.95
2024,7,3,10,293.13
2024,7,3,11,601.83
2024,7,3,12,732.05
2024,7,3,13,650.61
2024,7,3,14,602.87
2024,7,3,15,424.29
2024,7,3,16,555.62
2024,7,3,17,433.07
2024,7,3,18,247.97
2024,7,3,19,20.08
2024,7,3,20,0
2024,7,3,21,0
2024,7,3,22,0
2024,7,3,23,0
2024,7,4,0,0
2024,7,4,1,0
2024,7,4,2,0
2024,7,4,3,0
2024,7,4,4,0
2024,7,4,5,181.03
2024,7,4,6,366.05
2024,7,4,7,527.2
2024,7,4,8,800.45
2024,7,4,9,453.32
2024,7,4,10,706.1
2024,7,4,11,667.56
2024,7,4,12,825.31
2024,7,4,13,621.9
2024,7,4,14,234.17
2024,7,4,15,168.89
2024,7,4,16,399.76
2024,7,4,17,190.09
2024,7,4,18,74.37
2024,7,4,19,1.58
2024,7,4,20,0
2024,7,4,21,0
2024,7,4,22,0
2024,7,4,23,0
2024,7,5,0,0
2024,7,5,1,0
2024,7,5,2,0
2024,7,5,3,0
2024,7,5,4,0
2024,7,5,5,0
2024,7,5,6,4.54
2024,7,5,7,13.69
2024,7,5,8,12.9
2024,7,5,9,8.78
2024,7,5,10,53.59
2024,7,5,11,234.9
2024,7,5,12,205.94
2024,7,5,13,10.26
2024,7,5,14,4.95
2024,7,5,15,0.84
2024,7,5,16,13.36
2024,7,5,17,0.58
2024,7,5,18,0
2024,7,5,19,0
2024,7,5,20,0
2024,7,5,21,0
2024,7,5,22,0
2024,7,5,23,0
2024,7,6,0,0
2024,7,6,1,0
2024,7,6,2,0
2024,7,6,3,0
2024,7,6,4,0
2024,7,6,5,12.63
2024,7,6,6,48.03
2024,7,6,7,97.18
2024,7,6,8,418.7
2024,7,6,9,342.75
2024,7,6,10,460.14
2024,7,6,11,489.29
2024,7,6,12,498.75
2024,7,6,13,371.51
2024,7,6,14,98.78
2024,7,6,15,227.89
2024,7,6,16,108.43
2024,7,6,17,40.59
2024,7,6,18,9.93
2024,7,6,19,0
2024,7,6,20,0
2024,7,6,21,0
2024,7,6,22,0
2024,7,6,23,0
2024,7,7,0,0
2024,7,7,1,0
2024,7,7,2,0
2024,7,7,3,0
2024,7,7,4,0
2024,7,7,5,6.78
2024,7,7,6,87.82
2024,7,7,7,264.94
2024,7,7,8,410.23
2024,7,7,9,313.64
2024,7,7,10,321.7
2024,7,7,11,558.15
2024,7,7,12,684.95
2024,7,7,13,798.26
2024,7,7,14,413.1
2024,7,7,15,456.35
2024,7,7,16,558.41
2024,7,7,17,403.66
2024,7,7,18,193.86
2024,7,7,19,5.12
2024,7,7,20,0
2024,7,7,21,0
2024,7,7,22,0
2024,7,7,23,0
2024,7,8,0,0
2024,7,8,1,0
2024,7,8,2,0
2024,7,8,3,0
2024,7,8,4,0
2024,7,8,5,95.27
2024,7,8,6,262.83
2024,7,8,7,393.17
2024,7,8,8,509.29
2024,7,8,9,472.12
2024,7,8,10,602.76
2024,7,8,11,706.74
2024,7,8,12,765.55
2024,7,8,13,603.7
2024,7,8,14,561.44
2024,7,8,15,554.52
2024,7,8,16,573.95
2024,7,8,17,375.82
2024,7,8,18,144.59
2024,7,8,19,2.12
2024,7,8,20,0
2024,7,8,21,0
2024,7,8,22,0
2024,7,8,23,0
2024,7,9,0,0
2024,7,9,1,0
2024,7,9,2,0
2024,7,9,3,0
2024,7,9,4,0
2024,7,9,5,12.06
2024,7,9,6,70.18
2024,7,9,7,189.66
2024,7,9,8,403.62
2024,7,9,9,377.42
2024,7,9,10,470.76
2024,7,9,11,657.05
2024,7,9,12,759.31
2024,7,9,13,403.6
2024,7,9,14,438.95
2024,7,9,15,335.72
2024,7,9,16,357.27
2024,7,9,17,205.71
2024,7,9,18,93.5
2024,7,9,19,3.67
2024,7,9,20,0
2024,7,9,21,0
2024,7,9,22,0
2024,7,9,23,0
2024,7,10,0,0
2024,7,10,1,0
2024,7,10,2,0
2024,7,10,3,0
2024,7,10,4,0
2024,7,10,5,5.52
2024,7,10,6,45.06
2024,7,10,7,113.54
2024,7,10,8,376.36
2024,7,10,9,306.26
2024,7,10,10,369.84
2024,7,10,11,558.57
2024,7,10,12,639.25
2024,7,10,13,558.47
2024,7,10,14,212.44
2024,7,10,15,337.86
2024,7,10,16,345.9
2024,7,10,17,370.61
2024,7,10,18,146.75
2024,7,10,19,5
2024,7,10,20,0
2024,7,10,21,0
2024,7,10,22,0
2024,7,10,23,0
2024,7,11,0,0
2024,7,11,1,0
2024,7,11,2,0
2024,7,11,3,0
2024,7,11,4,0
2024,7,11,5,49.88
2024,7,11,6,170.56
2024,7,11,7,273.62
2024,7,11,8,615.44
2024,7,11,9,411.69
2024,7,11,10,501.48
2024,7,11,11,618.54
2024,7,11,12,644.48
2024,7,11,13,770.07
2024,7,11,14,763.67
2024,7,11,15,700.98
2024,7,11,16,604.24
2024,7,11,17,423.94
2024,7,11,18,169.65
2024,7,11,19,2.57
2024,7,11,20,0
2024,7,11,21,0
2024,7,11,22,0
2024,7,11,23,0
2024,7,12,0,0
2024,7,12,1,0
2024,7,12,2,0
2024,7,12,3,0
2024,7,12,4,0
2024,7,12,5,0
2024,7,12,6,0
2024,7,12,7,0
2024,7,12,8,13.62
2024,7,12,9,45.46
2024,7,12,10,74.56
2024,7,12,11,237.56
2024,7,12,12,76.99
2024,7,12,13,277.42
2024,7,12,14,236.84
2024,7,12,15,98.23
2024,7,12,16,39.94
2024,7,12,17,72.27
